idx,membership,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000,nei_delta
0,1,3.1702239589347734,-1.3849003071052424,-1.8556616424205932,5.387892362133277,-2.353680334141304,-3.153753589465985,23.81281685237254,-17.851307763668494,-20.089695772399025,40.47060892281154,-30.338842302572743,-34.14305103102557,3.3016908324543555,-1.361819062355662,-1.9339256651336454,4.650268778104726,-1.9180550174023407,-2.723838964976965,27.158520628677657,-20.20066192078196,-23.23195496335327,38.2514375051798,-28.45163650814361,-32.72106332866658,3.1597437212698436,-1.4128092566114026,-1.946748736559269,4.962948253303419,-2.21907213080325,-3.057720528627124,23.564556060652354,-17.82756731067626,-20.2010127175484,37.012391718302126,-28.00141462409884,-31.729339346934665,0.7185929648241206,0.01640703517587938,0.01640703517587938,0.5879396984924623,-0.022939698492462357,-0.022939698492462357,0.4723618090452262,0.0026381909547738003,0.0026381909547738003,0.44321329639889195,-0.1057305854721976,-0.16462092103232306,0.4027777777777778,0.40703517587939697,-0.09124570219518646,-0.13992332279091613,0.38888888888888884,0.4381270903010034,-0.11091507026761438,-0.17895022711969077,0.3959731543624161,25.0,-12.0,-12.0,38.0,-13.0,-13.0,46.0,-13.0,-13.0,-0.0005110423073316904,-7.279800835511767e-06,-0.00019893549194095845,-0.0002622016269242522,0.0001365127225412266,-0.00011599584989241407,-1.2167274951934814
0,0,3.411769947399099,-1.5710993865757625,-2.1530038561509754,5.474252344979345,-2.520860032697834,-3.45453726071682,30.318859583915398,-24.018097695066846,-26.797785462299423,48.64720972786426,-38.53751268586997,-42.99757667397196,3.7328756778084453,-1.6824154467731698,-2.3409333606291174,5.530186189345844,-2.4924673285528436,-3.468049423154248,41.7991363489316,-34.027659390660844,-37.7764806055978,61.92464644286162,-50.41134724542347,-55.96515645273747,3.411769947399099,-1.5710993865757625,-2.1530038561509754,5.474252344979345,-2.520860032697834,-3.45453726071682,30.318859583915398,-24.018097695066846,-26.797785462299423,48.64720972786426,-38.53751268586997,-42.99757667397196,0.7638190954773869,-0.008819095477386907,-0.008819095477386907,0.6231155778894473,0.006884422110552735,0.006884422110552735,0.5276381909547738,0.002361809045226204,0.002361809045226204,0.441696113074205,-0.12599946404422258,-0.1914023410413025,0.3865248226950354,0.44723618090452266,-0.12142164456367055,-0.19514936955226891,0.40909090909090906,0.441696113074205,-0.12599946404422258,-0.1914023410413025,0.3865248226950354,23.0,-11.0,-11.0,32.0,-4.0,-4.0,42.0,-6.0,-6.0,-0.0011177989263723347,-0.00041257094675552935,-0.00010309197334243674,0.0002734037727947225,-0.00016562223134020115,-1.5767138139999304e-05,-1.2706408500671387
1,1,3.064023627891197,-1.3111898145069993,-1.8266427279035808,5.561868976715542,-2.3800945545942267,-3.315753647390195,21.41354418976888,-15.642610915673997,-17.966969480405453,38.87023782273264,-28.394739379538663,-32.61395546986642,3.2025020793454733,-1.3332453911055941,-1.879121234923577,5.165325934428183,-2.1503957921057975,-3.0308407014896406,24.593989390033073,-18.11051402577511,-20.837890669502734,39.667724822633986,-29.21050649318566,-33.60950107984312,3.086603747562421,-1.3262115324657293,-1.8391649344844287,5.479178250110807,-2.3542216552646087,-3.264789824528572,21.90256487538955,-16.08784730816243,-18.421149900666975,38.8802926782063,-28.558308831057566,-32.70026609585854,0.6633165829145728,-0.013316582914572828,-0.013316582914572828,0.5025125628140703,0.01748743718592971,0.01748743718592971,0.4170854271356784,0.012914572864321627,0.012914572864321627,0.3873873873873874,-0.08603806205005604,-0.14263214263214263,0.35843373493975905,0.40703517587939697,-0.11129582750846967,-0.16329560993615821,0.36868686868686873,0.39799331103678925,-0.10250082355765733,-0.15550165363968138,0.37248322147651003,27.0,-13.0,-13.0,34.0,-11.0,-11.0,43.0,-12.0,-12.0,-0.00018144284782572746,-0.0005080091243608677,-0.0002616541307222765,0.004302757471064567,0.004271507153876364,0.004003053097116016,-1.074514627456665
1,0,3.6146403047062408,-1.715754105133663,-2.3300817523889195,6.510707536790157,-3.0904245628612372,-4.196954481712572,37.13798516440577,-30.459533328655432,-33.52491254182739,66.89311785636943,-54.863858224505876,-60.38523403618307,3.5882318103732773,-1.6037796592564066,-2.2421494615178874,6.407556804237995,-2.8638922486721548,-4.003838324139085,36.17006381873962,-28.895003159105215,-32.32772077234181,64.58939967632074,-51.59821992697359,-57.72807280775322,3.6146403047062408,-1.715754105133663,-2.3300817523889195,6.510707536790157,-3.0904245628612372,-4.196954481712572,37.13798516440577,-30.459533328655432,-33.52491254182739,66.89311785636943,-54.863858224505876,-60.38523403618307,0.7085427135678393,0.011457286432160707,0.011457286432160707,0.5678391959798995,0.007160804020100442,0.007160804020100442,0.4824120603015075,0.007587939698492474,0.007587939698492474,0.4295302013422819,-0.12299753802569902,-0.18957484419942483,0.4107744107744108,0.44221105527638194,-0.14145917557713383,-0.19513259116953718,0.398989898989899,0.4295302013422819,-0.12299753802569902,-0.18957484419942483,0.4107744107744108,23.0,-12.0,-12.0,34.0,-18.0,-18.0,45.0,-17.0,-17.0,-0.00025635252034690765,-0.0002835607456881441,-0.00021369778681981137,0.008840074083160232,0.010381466981270293,0.009809269016846756,-0.48221492767333984
2,1,3.8921824439627226,-1.7421529628959624,-2.4266655122833893,6.622115963686576,-2.9640796938160467,-4.128701739648822,49.017748360306264,-40.43263686861411,-44.68796749751175,83.39825241857662,-68.79163911673928,-76.03161136729427,3.8154370101852035,-1.6890046021176865,-2.3572936656786068,6.203962618187323,-2.746348946532824,-3.832997830371719,45.39659082126822,-37.01169133340198,-41.09861855924029,73.81559483133044,-60.181611924230864,-66.8270220475452,3.919991391604064,-1.7699619105373037,-2.4544744599247306,6.669429798215247,-3.0113935283447177,-4.176015574177493,50.40001091294892,-41.81489942125677,-46.07023005015441,85.75001856717003,-71.14340526533269,-78.38337751588769,0.7989949748743719,0.0010050251256281673,0.0010050251256281673,0.6331658291457287,0.011834170854271298,0.011834170854271298,0.542713567839196,0.0022864321608039306,0.0022864321608039306,0.4426229508196722,-0.11133460726139,-0.18785455844909993,0.41975308641975306,0.44221105527638194,-0.11138398760720902,-0.1901242439241282,0.40909090909090906,0.4426229508196722,-0.11133460726139,-0.18785455844909993,0.42798353909465026,25.0,-9.0,-9.0,39.0,-11.0,-11.0,48.0,-9.0,-9.0,-0.0001612874478291059,0.00012912580795321346,2.562002772574056e-05,3.136820234672655e-06,7.934534252473924e-05,9.790377231322367e-05,-0.6435303688049316
2,0,3.421513346108523,-1.5503079400895814,-2.108001400592073,6.446631853338619,-2.921007033461467,-3.9717831267253074,30.615712149265686,-24.119590002792787,-26.896499674593432,57.684482037335954,-45.444837261359574,-50.67694146005714,3.7471471120364703,-1.6765086989179312,-2.3201633824096923,6.516777586150384,-2.9156673024659674,-4.035066752016856,42.39994699149201,-34.47006294729299,-38.23383289657087,73.73903824607306,-59.94793556050955,-66.49362242881891,3.4114070353300674,-1.5580172400139858,-2.145712931998931,6.3566590720436045,-2.903137714311775,-3.998222854656394,30.307858500186896,-23.926443910405993,-26.762305637915144,56.47427049724267,-44.58343585789937,-49.867650256984746,0.7587939698492463,-0.008793969849246297,-0.008793969849246297,0.5979899497487438,0.007010050251256228,0.007010050251256228,0.4824120603015075,-0.012412060301507544,-0.012412060301507544,0.4025974025974026,-0.09951798606579809,-0.1585369274354156,0.3843648208469055,0.4170854271356784,-0.09628342212314711,-0.15832081945621268,0.41414141414141414,0.4013377926421404,-0.0974980597539935,-0.16552021755871438,0.3825503355704698,25.0,-8.0,-8.0,35.0,-5.0,-5.0,44.0,-5.0,-5.0,-0.0013449598573979469,-0.00015974220425816858,-0.0002554372123354247,0.002743204971727309,0.0034231301169853623,0.004255825295548021,-1.561053991317749
9,1,3.11692752359525,-1.3817354000919275,-1.9194743887190033,5.131527020553155,-2.2748082806391485,-3.1601102741105542,22.576905958849913,-16.90688891614434,-19.26523416724074,37.169296395667544,-27.83451223999373,-31.717153811920735,3.3941218936862656,-1.4817919271244295,-2.0868065415202284,5.065853572666068,-2.2116297419767608,-3.1146366291346697,29.788484530719007,-23.019642916457578,-26.092247245865565,44.460424672714936,-34.35767599471281,-38.9436526057695,3.109144270641653,-1.3816828702292017,-1.9022789892961303,5.118713128495405,-2.274721798548076,-3.131800775060703,22.401866261626473,-16.77551355469116,-19.058877380735005,36.881121284385046,-27.618223535162272,-31.377420078039336,0.7638190954773869,0.0061809045226131065,-0.013819095477386911,0.5979899497487438,-0.002989949748743781,0.012010050251256232,0.48743718592964824,-0.012437185929648265,-0.0024371859296482556,0.4163568773234201,-0.09353684021766873,-0.15554105532094786,0.332089552238806,0.4170854271356784,-0.09127089079482631,-0.15164302312900058,0.3535353535353535,0.4163568773234201,-0.09539212778724193,-0.15554105532094786,0.32835820895522383,26.0,-3.0,-3.0,38.0,-7.0,-6.0,46.0,-5.0,-5.0,-0.0005470022236331398,-0.0005950315383116383,-0.00016795642512138024,0.014187176285211045,0.012753707707002349,0.01451198622619998,-1.4505248069763184
9,0,3.88836820824558,-1.7782022486370015,-2.4551019406473475,6.568189540955372,-3.00372001458953,-4.147131656498899,48.83113922558842,-40.581528952471444,-44.63876896936881,82.48503247565613,-68.54987998728285,-75.40332596177166,4.149344958252644,-1.8894848537658864,-2.617678552641717,6.433092958531231,-2.9294338818075762,-4.0584163606848325,63.392461985875826,-53.810713356519116,-58.7665829921186,98.28288679980749,-83.42746256824668,-91.11098138312961,3.88836820824558,-1.7782022486370015,-2.4551019406473475,6.568189540955372,-3.00372001458953,-4.147131656498899,48.83113922558842,-40.581528952471444,-44.63876896936881,82.48503247565613,-68.54987998728285,-75.40332596177166,0.8090452261306533,0.005954773869346619,0.0009547738693467256,0.6934673366834171,-0.018467336683417046,-0.013467336683417153,0.5778894472361809,-0.012889447236180906,0.007110552763819111,0.4538152610441767,-0.13317397847904644,-0.20281392593069203,0.39919354838709675,0.4522613065326633,-0.1189279731993299,-0.18848835160778854,0.4242424242424242,0.4538152610441767,-0.13317397847904644,-0.20281392593069203,0.39919354838709675,27.0,1.0,0.0,39.0,2.0,-2.0,49.0,-1.0,-2.0,-0.0005293453441032401,-0.00046263261847546034,-0.0006177028897384883,0.004705417617987706,0.005344699773748296,0.005443715937881954,-1.1440200805664062
3,1,3.1604714017350415,-1.420413079367886,-1.9606577432154126,6.105456116988147,-2.7439798124152337,-3.7876342766661373,23.58170976822077,-17.884034053303928,-20.262211463347736,45.5555756886083,-34.54870214842804,-39.14290850873994,3.48768760331312,-1.5294630772878213,-2.123521496589137,5.861659837501042,-2.570526180315666,-3.5689436917464494,32.71022117800987,-25.62348760028251,-28.79776206006548,54.97516164371407,-43.06468504249162,-48.399600100950394,3.0748035102384943,-1.3856249166698038,-1.9180018462446333,6.029026490663714,-2.7169116013133405,-3.760787933813006,21.645628349283033,-16.23059741267295,-18.465881253524163,42.44240852800595,-31.824700809162643,-36.20761030102777,0.6783919597989949,0.016608040201005148,0.016608040201005148,0.592964824120603,-0.002964824120602949,-0.002964824120602949,0.48743718592964824,-0.0024371859296482556,-0.0024371859296482556,0.4336283185840708,-0.14202301666949058,-0.20006600258799623,0.3905325443786982,0.457286432160804,-0.1414969584765935,-0.22022466254477724,0.398989898989899,0.42140468227424754,-0.13258999112232772,-0.19448588360906405,0.3657718120805369,26.0,-15.0,-15.0,37.0,-11.0,-11.0,46.0,-13.0,-13.0,-0.0019383718568489502,7.944633481356523e-05,-0.0004603627328601484,-0.0003490780111610192,5.1295171446419374e-05,-0.00017032920177317834,-1.7001848220825195
3,0,3.991015813340702,-1.8205653217938638,-2.5112203164557974,6.56057393973814,-2.9927101180173104,-4.12803339691364,54.10982693950935,-45.347596476995264,-49.7177795378132,88.94766072248113,-74.54399420875936,-81.72785677448746,3.9641651747813778,-1.7390491256434495,-2.422533968732231,6.194008085595903,-2.7172642588178904,-3.785209326144111,52.676275545368675,-43.421718820446955,-48.00407015728973,82.30668053963855,-67.84643565694836,-75.00635962076521,3.991015813340702,-1.8205653217938638,-2.5112203164557974,6.56057393973814,-2.9927101180173104,-4.12803339691364,54.10982693950935,-45.347596476995264,-49.7177795378132,88.94766072248113,-74.54399420875936,-81.72785677448746,0.7688442211055276,0.01115577889447239,0.01115577889447239,0.6934673366834171,-0.0034673366834171437,-0.0034673366834171437,0.5728643216080402,-0.007864321608040292,-0.007864321608040292,0.4560669456066946,-0.10742393934364658,-0.19737431695579055,0.4285714285714286,0.4522613065326633,-0.09637158222188635,-0.17346330987156144,0.4242424242424242,0.4560669456066946,-0.10742393934364658,-0.19737431695579055,0.4285714285714286,28.0,-9.0,-9.0,40.0,-8.0,-8.0,46.0,-4.0,-4.0,-0.0003793941207026625,3.1891614661785476e-05,2.513419670402096e-05,-3.151278906887711e-05,5.1862244922595835e-05,7.525089254567519e-05,-0.7762742042541504
