text_index,membership_label,set_split,edgington_score,logistic_score,bestpv_score,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000
489,1,calib,,,,2.3345670531344056,1.057927839825417,1.454544361428748,4.1838589323026705,1.8959493309230786,2.6067396140211834,10.324988790022552,6.740416314290817,7.914034375558127,18.503772045040414,12.079734855386352,14.183016661814843,2.42617151503641,1.0458972303982843,1.4766041290107794,4.348026479194465,1.8743888567250155,2.6462736918788687,11.315477909876957,7.339485878394031,8.730886622764228,20.27886209691432,13.153348287683682,15.646926026189824,2.35282080559855,1.0502637591093236,1.4572169280064076,4.216572117898525,1.8822142649206417,2.6115292136744044,10.515189234310238,6.836497998474144,8.066375107281683,18.844636886207674,12.251926188276695,14.456031793386835,0.3768844221105528,0.0018844221105527859,0.0018844221105527859,0.507537688442211,0.002537688442211028,0.002537688442211028,0.6934673366834171,0.0034673366834171437,0.0034673366834171437,0.60062893081761,-0.1073773486172408,-0.17761374700665777,0.6056782334384858,0.5829145728643216,-0.11633354743643032,-0.18837090292866676,0.5606060606060606,0.5919732441471572,-0.11587316653731683,-0.18889438655362145,0.5973154362416108,21.0,12.0,12.0,32.0,22.0,22.0,39.0,24.0,24.0,0.000346331416194066,6.73812344726852e-05,-8.827585169923825e-05,0.02184783880855612,0.023538536424451806,0.02521153893150707
298,1,calib,,,,2.8475777431695914,1.2441028006281458,1.737695920765623,4.613796849692503,2.0157614997519326,2.815507314658225,17.245957068541543,12.275683201904698,14.211957246098414,27.942816516117944,19.889714554984828,23.026968702539204,2.879394466457561,1.2542025774723642,1.7368330385212989,4.665347996285669,2.0321256951450968,2.814109226971219,17.803489304996184,12.724095681637468,14.66870168197817,28.846159886576096,20.616256294298683,23.767010320167163,2.8475777431695914,1.2441028006281458,1.737695920765623,4.613796849692503,2.0157614997519326,2.815507314658225,17.245957068541543,12.275683201904698,14.211957246098414,27.942816516117944,19.889714554984828,23.026968702539204,0.3165829145728643,0.0015829145728643024,0.0015829145728643024,0.4723618090452261,0.0023618090452261487,0.0023618090452261487,0.592964824120603,0.00296482412060306,0.00296482412060306,0.5725490196078431,-0.10259775142933891,-0.1732136922565637,0.5590551181102362,0.5778894472361809,-0.11885240740041059,-0.1700237414115654,0.5555555555555556,0.5725490196078431,-0.10259775142933891,-0.1732136922565637,0.5590551181102362,16.0,4.0,4.0,26.0,6.0,6.0,36.0,8.0,8.0,7.331760280219567e-05,6.605723939706388e-05,5.050044753970539e-05,7.936596070123869e-05,0.0001398081572467902,-0.00011389473326595123
249,1,calib,,,,3.156517937759536,1.4528874071159754,2.0067243921225892,5.228587995061807,2.4066233124006953,3.3240219992214666,23.488664375166685,17.994807530621767,20.33112342088065,38.907603566227024,29.80734989734894,33.67732100391274,3.2406857707113814,1.453992826554148,2.021828231739457,5.368007104859343,2.4084543752737417,3.3490406292616774,25.551238031269197,19.58156030255674,22.16791781796202,42.324136616212776,32.43571338460318,36.719863870243834,3.156517937759536,1.4528874071159754,2.0067243921225892,5.228587995061807,2.4066233124006953,3.3240219992214666,23.488664375166685,17.994807530621767,20.33112342088065,38.907603566227024,29.80734989734894,33.67732100391274,0.27638190954773867,0.0013819095477386467,0.0013819095477386467,0.4120603015075377,0.0020603015075377207,0.0020603015075377207,0.5778894472361809,0.0028894472361808976,0.0028894472361808976,0.5985130111524164,-0.08364312267657992,-0.1623296158612143,0.6082089552238806,0.592964824120603,-0.08291457286432158,-0.15242881072026804,0.5959595959595959,0.5985130111524164,-0.08364312267657992,-0.1623296158612143,0.6082089552238806,22.0,0.0,0.0,34.0,0.0,0.0,42.0,0.0,0.0,-7.279957160995416e-05,-0.0001916486533591477,1.4875992410099324e-05,0.00017638486674709242,-0.00021985158203818855,-6.483093570341936e-05
291,1,calib,,,,2.6505585954130937,1.1313302108656205,1.6063524783380723,4.295182302205555,1.8333001609810355,2.60306516068037,14.161947235085186,9.593248678776543,11.32080514118122,22.94917955565009,15.545686111993316,18.34516013842017,2.8041739054431094,1.16489442807399,1.6747663447577263,4.544113135928894,1.8876903683849595,2.7139285948182432,16.51342861636732,11.361972182593062,13.419605561701621,26.75971263736632,18.411870585045385,21.746228289745396,2.6505585954130937,1.1313374140573802,1.6063524783380723,4.295182302205555,1.833311833623104,2.60306516068037,14.161947235085186,9.593281587869813,11.32080514118122,22.94917955565009,15.545739440584214,18.34516013842017,0.3417085427135678,0.0017085427135677955,0.0017085427135677955,0.4824120603015075,0.002412060301507535,0.002412060301507535,0.5979899497487438,0.002989949748743781,0.002989949748743781,0.6007462686567164,-0.10316434586842327,-0.15855894226139766,0.6179775280898876,0.5778894472361809,-0.12135867306457104,-0.1733626395751714,0.5959595959595959,0.6007462686567164,-0.10316434586842327,-0.15855894226139766,0.6179775280898876,23.0,8.0,8.0,33.0,10.0,10.0,45.0,14.0,14.0,-0.00016952939709986075,-0.0003554146627786244,-3.521135930184312e-05,0.00016945494488584956,-0.00022372510708557058,-6.833549267337702e-05
135,1,calib,,,,2.900972371780374,1.2568810583426984,1.7553271819064304,5.063515412562108,2.193828756379983,3.063843808418497,18.19182599020797,13.015521858979795,15.047356507833234,31.75300536472664,22.718001790219283,26.264476813672555,3.0011695990279854,1.225498585159699,1.7308531553431592,5.238405118303393,2.139052075915111,3.02112550750806,20.10904269113168,14.2048010557171,16.54706314116555,35.0994199699753,24.79383456997894,28.882146573670788,2.900978880964643,1.2568792949237129,1.7553338241748642,5.063526774047377,2.1938256784122987,3.0638554021961264,18.19194440454092,13.01559745162522,15.04747534064525,31.753212051562333,22.718133733745837,26.264684230944436,0.33668341708542715,0.0016834170854271302,0.0016834170854271302,0.4723618090452261,0.0023618090452261487,0.0023618090452261487,0.5628140703517588,0.002814070351758735,0.002814070351758735,0.5574912891986062,-0.14459930313588854,-0.2090592334494774,0.5769230769230769,0.5628140703517588,-0.12311557788944727,-0.18927973199329984,0.5656565656565656,0.5574912891986062,-0.14459930313588854,-0.2090592334494774,0.5769230769230769,19.0,6.0,6.0,32.0,8.0,8.0,37.0,5.0,5.0,-0.00032856944280526865,2.0472651509248992e-05,2.7494086226766834e-07,0.00030112346023614123,-0.00015012813114179124,-1.7489102663859057e-06
40,1,calib,,,,2.4611476568342434,1.081061062369484,1.507579440824892,4.355485550276358,1.9131504861326625,2.6679587680052634,11.71825235818642,7.743006511309237,9.123299847830934,20.737755688426876,13.70277515940786,16.145476094343227,2.231579281868199,0.8935968436828838,1.2900272500804562,3.9492190927606914,1.5813956263963762,2.2829573152938982,9.314564793010428,5.503218676399273,6.750607117303123,16.483957088236636,9.739029415203563,11.946528959106134,2.4611476568342434,1.0810712991569165,1.5075814435196317,4.355485550276358,1.9131686021443612,2.6679623121680756,11.71825235818642,7.743047204847677,9.123305044723471,20.737755688426876,13.702847174639526,16.1454852912682,0.44221105527638194,0.0022110552763819347,0.0022110552763819347,0.5829145728643216,0.0029145728643216184,0.0029145728643216184,0.6984924623115578,0.0034924623115578646,0.0034924623115578646,0.6323024054982818,-0.08467872657718989,-0.14026902307314681,0.596551724137931,0.6331658291457286,-0.07861361947582524,-0.13811964664725973,0.6262626262626263,0.6323024054982818,-0.08467872657718989,-0.14026902307314681,0.596551724137931,22.0,11.0,11.0,33.0,12.0,12.0,41.0,15.0,15.0,0.0006568959207008568,3.488790756036479e-05,0.00012707879709221057,0.005004372189239881,0.005109859137490069,0.0048263244353439205
350,1,calib,,,,2.6624405551282866,1.1405608778638747,1.4996178373394715,4.41039065871251,1.8893638889832012,2.484149547940603,14.331222591570906,9.75039500635597,11.132272313812717,23.739981771254417,16.151741293137498,18.44085109375063,2.8632431804256537,1.1522638008493267,1.6714478910681203,4.743024572792062,1.9087500353199722,2.7687897673780606,17.518249750383866,11.983870668297836,14.225261980683987,29.019361543027188,19.85154228096294,23.564455715828693,2.742832632423211,1.1416188566609098,1.6337160983156023,4.543561882405406,1.8911164538600285,2.70628623242715,15.530916223454573,10.571868278344747,12.49923739733778,25.727300352766054,17.512529626301514,20.705258471242146,0.3316582914572864,0.0016582914572864094,0.0016582914572864094,0.48743718592964824,0.0024371859296482556,0.0024371859296482556,0.6130653266331658,0.0030653266331658324,0.0030653266331658324,0.6236842105263158,-0.07276782626737666,-0.11727375623810254,0.633245382585752,0.6080402010050251,-0.07366405964660394,-0.14154243672452416,0.601010101010101,0.6187290969899666,-0.0740922719582805,-0.1321051632992436,0.6208053691275168,22.0,7.0,7.0,32.0,11.0,11.0,41.0,13.0,13.0,-0.0001755192967893675,-0.00023819052368015273,-6.031573030857284e-05,0.007692700443321598,0.007193938142649792,0.007499464734324057
357,1,calib,,,,1.843436148066293,0.8219108725195441,1.0279016642707663,3.9247350249153334,1.7498747608480616,2.188435801350664,6.318211313380414,3.5407834357445664,4.05782782549243,13.451675699455073,7.5384421535206885,8.639246338145172,1.9306303488850087,0.7959626899300771,1.12799764876271,4.1103742911745345,1.6946302430769382,2.4015433812367366,6.893854405705993,3.7837146616710906,4.662446575831588,14.677238412148244,8.05565057000942,9.926499161447897,1.766474674442834,0.741155013192258,1.0526022930085728,3.7608815649428076,1.577942931312549,2.241024236727929,5.850193130402461,3.0622066010037106,3.8083102118711727,12.455249890534272,6.519536634394997,8.108015289790238,0.49246231155778897,0.0024623115577889765,0.0024623115577889765,0.6381909547738693,0.0031909547738693256,0.0031909547738693256,0.7386934673366834,-0.0013065326633165952,-0.0013065326633165952,0.6177215189873417,-0.12058442285842308,-0.16038209782595247,0.6548223350253807,0.6231155778894473,-0.09868893338874818,-0.16987273596698016,0.6464646464646465,0.6020066889632107,-0.1425676015209295,-0.1999955357308938,0.6644295302013423,21.0,0.0,0.0,30.0,0.0,0.0,38.0,0.0,0.0,-0.00021337249841115824,-0.00033100760689588,1.3884682764495107e-06,0.07484889551740626,0.07771485360844554,0.07623604999732958
271,1,calib,,,,2.4466712129166885,1.0341727327229677,1.478729459407867,4.277623842450369,1.808090075754063,2.5853283263819664,11.549835713378046,7.443633850898951,8.917315210117156,20.193090253853008,13.014035341969027,15.590537850800857,2.3396670344843926,0.9141542267767844,1.354191720195796,4.0905436894296665,1.5982563964839147,2.367593471070796,10.377780544346495,6.2177899732485535,7.698695555136126,18.14393419673824,10.870838098924622,13.459971036794284,2.4466712129166885,1.0341727327229677,1.478729459407867,4.277623842450369,1.808090075754063,2.5853283263819664,11.549835713378046,7.443633850898951,8.917315210117156,20.193090253853008,13.014035341969027,15.590537850800857,0.4271356783919598,0.0021356783919598277,0.0021356783919598277,0.6030150753768844,0.0030150753768843908,0.0030150753768843908,0.6984924623115578,0.0034924623115578646,0.0034924623115578646,0.6159695817490495,-0.07473250553747801,-0.14003547514096315,0.6297709923664122,0.6432160804020101,-0.05853830556290218,-0.11137490457294819,0.6666666666666666,0.6159695817490495,-0.07473250553747801,-0.14003547514096315,0.6297709923664122,19.0,3.0,3.0,32.0,5.0,5.0,40.0,7.0,7.0,0.0001487159425616869,0.0001626647111517447,-0.00018176757456018802,0.004810334377146397,0.0054282742818401175,0.0054984090371741345
465,1,calib,,,,3.426082429502917,1.6542224194037862,2.2407037953256657,5.762047722345814,2.782101341724549,3.7684563830477105,30.755917953342646,24.874134583605553,27.483992503584297,51.725862012439904,41.833771799700244,46.22307830148269,3.5670550511412826,1.6755138705536166,2.2999339891226604,5.999138040555793,2.817909691385627,3.8680707998881108,35.41215246288671,28.78257427400299,31.86153663169156,59.556801869400374,48.40705673355048,53.58531160784489,3.426082429502917,1.6542224194037862,2.2407037953256657,5.762047722345814,2.782101341724549,3.7684563830477105,30.755917953342646,24.874134583605553,27.483992503584297,51.725862012439904,41.833771799700244,46.22307830148269,0.23618090452261306,0.0011809045226130743,0.0011809045226130743,0.36180904522613067,0.0018090452261306789,0.0018090452261306789,0.48743718592964824,0.0024371859296482556,0.0024371859296482556,0.5457627118644067,-0.12881355932203398,-0.21468926553672318,0.5748299319727891,0.5276381909547738,-0.13316582914572872,-0.2244556113902848,0.5606060606060606,0.5457627118644067,-0.12881355932203398,-0.21468926553672318,0.5748299319727891,22.0,1.0,1.0,34.0,4.0,4.0,42.0,0.0,0.0,-0.000256933435611209,-0.0001411596374049081,-7.365105111761945e-05,0.00035656283511986686,-0.00011913993074319507,2.6287545484393604e-05
