text_index,membership_label,set_split,edgington_score,logistic_score,bestpv_score,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000
473,1,calib,,,,1.9267716362655785,0.8426343321157117,1.120576318952331,4.471564363408795,1.9555476009477841,2.600582777945976,6.867304260348202,3.91041643710282,4.627932600964346,15.937328755147714,9.07511739176692,10.740296413558763,2.013959098924921,0.8900894106077835,1.2415478879458308,4.67390507863708,2.065679198202969,2.8813281173082483,7.492923928023965,4.4161867172877045,5.327943738712486,17.38923854994241,10.248886155214862,12.364850563427092,1.795151402586622,0.771204283559606,1.0796076505525747,4.166106085248198,1.7897759788270098,2.505504547508805,6.020386154845156,3.2362236297726925,3.9750876396668366,13.971839566904794,7.510481254000776,9.225203390170204,0.5778894472361809,0.0028894472361808976,0.0028894472361808976,0.6834170854271356,0.003417085427135591,0.003417085427135591,0.7487437185929648,0.003743718592964851,0.003743718592964851,0.6902173913043478,-0.08454515957760611,-0.11525670449232861,0.7356948228882834,0.6834170854271356,-0.10355033311923023,-0.14129076098354887,0.7727272727272727,0.705685618729097,-0.08062489880011836,-0.10966477059237134,0.7785234899328859,19.0,7.0,7.0,26.0,7.0,7.0,32.0,7.0,7.0,-0.0015922924208377326,0.0003119727229455073,-0.0004774753093238255,0.07233255815928619,0.06657507289205178,0.0703353591141429
132,1,calib,,,,2.4357346389305063,1.072405643489821,1.4764469026114193,4.803049765531504,2.114687532949029,2.911420577621394,11.424208299498357,7.515022974771243,8.814371380293744,22.527511871482712,14.818949798565765,17.381148058893842,2.36553763209375,1.0062769805044005,1.424158075705292,4.664627577892731,1.9842877536912615,2.8083117110817835,10.649762932981638,6.7564492108741865,8.08624743876439,21.000375221778395,13.323110522566513,15.945353095541012,2.508707754844385,1.0884398755121643,1.5327427759419538,4.946946190732467,2.146305597217807,3.0224309795259874,12.289039343811694,8.150810506047685,9.635312577643914,24.232880953246653,16.072665660801896,18.9999703076012,0.457286432160804,0.002286432160803986,0.002286432160803986,0.6030150753768844,0.0030150753768843908,0.0030150753768843908,0.6984924623115578,0.0034924623115578646,0.0034924623115578646,0.6371428571428571,-0.09466884043203594,-0.15269096494902945,0.6332378223495702,0.6432160804020101,-0.09111975919698745,-0.14643333529081126,0.6363636363636364,0.6321070234113713,-0.0941033271729359,-0.15877173075993023,0.6174496644295302,18.0,1.0,1.0,28.0,2.0,2.0,34.0,3.0,3.0,7.099764919764293e-05,0.0002855053825830319,0.00010621805067847893,0.0029144993112968365,0.0035902327256156497,0.003245617266768086
472,1,calib,,,,2.9466006363413424,1.3639551019626133,1.8683874164794552,4.959806040052819,2.2958498921234054,3.14492540289399,19.04111590956319,14.173299141268892,16.101693155663668,32.050573984420026,23.85691967257062,27.102849970092265,3.0436171262419025,1.3653746240682685,1.90368979322844,5.123107088270532,2.2982392740528,3.2043474159311014,20.98099706197494,15.62486276210095,17.854455901368247,35.315839775125525,26.300234835586075,30.05315247994283,2.9466856149431773,1.3639971871963388,1.8684936337984916,4.959949078568951,2.2959207312435272,3.14510419105212,19.04273406572391,14.174708495895011,16.10337374073004,32.05329771311292,23.859291940295336,27.105678780980377,0.35678391959798994,0.001783919597989958,0.001783919597989958,0.48743718592964824,0.0024371859296482556,0.0024371859296482556,0.5879396984924623,0.0029396984924623393,0.0029396984924623393,0.5814814814814815,-0.12831519134661462,-0.19314906039043966,0.5947955390334573,0.5979899497487438,-0.11128323320864975,-0.17830387328965358,0.601010101010101,0.5814814814814815,-0.12831519134661462,-0.19314906039043966,0.5947955390334573,16.0,0.0,0.0,32.0,6.0,6.0,39.0,4.0,4.0,-0.0005674080501697489,-0.00027414180257814353,-0.00013785674319491802,0.0001833147886074471,-0.00021597805698636563,-6.13263787334617e-05
46,1,calib,,,,2.745116373336682,1.2786568047361788,1.7472721202978172,4.9791738473819604,2.3192658000799837,3.1692542181997645,15.56642534363998,11.23256114529455,12.853997131247688,28.234845969049115,20.37395399226299,23.314962881677992,2.95011080903067,1.363356566153022,1.8806918319552093,5.350998861060949,2.4728967503094705,3.411254865408119,19.108070957746207,14.220212605004967,16.19438486808968,34.65878827974179,25.793045203759007,29.373857659673305,2.7871401280150336,1.298745956871603,1.7748380527257728,5.055397785388971,2.355704102623493,3.219254127550471,16.23452468609979,11.8045486652422,13.482595810020307,29.446664457234196,21.411441993870163,24.45513388945173,0.32663316582914576,0.001633165829145744,0.001633165829145744,0.46733668341708545,0.002336683417085428,0.002336683417085428,0.5577889447236181,0.0027889447236180143,0.0027889447236180143,0.5735294117647058,-0.1342532607756759,-0.20044319097502017,0.5958702064896755,0.5527638190954773,-0.15149683253359536,-0.213513309452102,0.5606060606060606,0.5785953177257525,-0.13092054204052472,-0.1933735365567837,0.5973154362416108,19.0,6.0,6.0,33.0,11.0,11.0,37.0,4.0,4.0,-0.0005876289710288232,-0.00026556938951850106,-0.00034903738948249667,0.0028750100457344274,0.003551497475116072,0.0040203409818060365
40,1,calib,,,,2.485169809761715,1.1073237380387637,1.5367890795416974,5.264636044363633,2.3457779187400125,3.255566339555438,12.003158335240059,8.036809146782598,9.421632249354214,25.427743315442758,17.025345692526294,19.958984107184587,2.652247959071155,1.2237687016597445,1.6850757342043239,5.618577913295473,2.592457381147617,3.5696999106170546,14.185892134197903,10.013542838598072,11.555396651609266,30.05169254744556,21.21289996071434,24.479195538277523,2.588607638865936,1.1835436925034786,1.6180048162364937,5.483760919176522,2.507243874908685,3.4276154659746774,13.311224662305722,9.235437297595123,10.671689510931857,28.19877856093712,19.564544801484406,22.607131727105646,0.37185929648241206,0.001859296482412065,0.001859296482412065,0.5125628140703518,0.002562814070351749,0.002562814070351749,0.628140703517588,0.003140703517587995,0.003140703517587995,0.5950155763239875,-0.12193621216745887,-0.18115022678482084,0.628125,0.592964824120603,-0.11630835883679047,-0.1799901007541883,0.6262626262626263,0.5852842809364549,-0.13090937515703427,-0.1900216145029222,0.610738255033557,20.0,10.0,10.0,32.0,15.0,15.0,41.0,18.0,18.0,-0.0009611859505557304,-0.00024226534289692266,-0.000436955692068487,0.023242915424440902,0.019358407759700214,0.02243579417905739
232,1,calib,,,,2.6111177214249226,1.1886968967619065,1.6305867856968492,4.668361986790013,2.1252459669379538,2.915291525942852,13.614259300147562,9.467111484338542,10.948388027591498,24.34064541541534,16.926047805332548,19.574390715996927,2.5048108147969623,1.0951351940004261,1.5357882113263828,4.478298123424873,1.9579689832128837,2.7458031657047455,12.241242884703222,8.1466159079147,9.605875483499444,21.885858490833037,14.56516177475659,17.174141015953552,2.611111973093266,1.1886752330368457,1.6305695225744548,4.668351709469779,2.125207234823452,2.9152606615725105,13.61418104109478,9.466967221271528,10.948279071412143,24.34050549771491,16.925789880455156,19.57419591555505,0.3969849246231156,0.001984924623115558,0.001984924623115558,0.5577889447236181,0.0027889447236180143,0.0027889447236180143,0.6482412060301508,0.0032412060301507672,0.0032412060301507672,0.608843537414966,-0.11950960350184214,-0.1750931141687444,0.6143344709897611,0.6030150753768844,-0.11127063890882993,-0.17494819674331596,0.6161616161616161,0.608843537414966,-0.11950960350184214,-0.1750931141687444,0.6143344709897611,22.0,8.0,8.0,32.0,7.0,7.0,37.0,4.0,4.0,-0.00036163392487281986,-0.00017360027464868546,2.8585102924837657e-05,0.03559018758627541,0.03766271908512042,0.03285842297028729
45,1,calib,,,,2.8144959458342393,1.2859661669476108,1.7681187295573955,4.9961466494098925,2.2827801780135104,3.1386723009894597,16.684763635805815,12.073371565810287,13.837446439615304,29.617923613856476,21.43202053102418,24.56351438984965,2.84864370256426,1.3177184093145817,1.8100582274179413,5.0567639690489825,2.339145105292157,3.213121113759659,17.26435036000808,12.641898392292227,14.439132514311229,30.646775786996592,22.441239749631173,25.631596179250703,2.8145073901833473,1.2859721574600609,1.7681410050689397,4.9961669648225095,2.2827908120592793,3.138711843317644,16.68495458315828,12.073537363315054,13.837668226555813,29.61826257365375,21.4323148461214,24.563908094477775,0.37185929648241206,0.001859296482412065,0.001859296482412065,0.5125628140703518,0.002562814070351749,0.002562814070351749,0.5979899497487438,0.002989949748743781,0.002989949748743781,0.6120401337792643,-0.11583966588684591,-0.17327688513063566,0.6073825503355704,0.5879396984924623,-0.1313585471215728,-0.19837081903675302,0.5808080808080808,0.6120401337792643,-0.11583966588684591,-0.17327688513063566,0.6073825503355704,24.0,15.0,15.0,34.0,14.0,14.0,45.0,20.0,20.0,0.0002010692627098309,0.0001460778365766994,-0.00014347120626032135,0.01656191605755364,0.014755938453062,0.017034718544236327
428,1,calib,,,,2.798632133194935,1.2683588047429464,1.7509353427513852,4.746851187242238,2.151304713017042,2.9698185095285927,16.422168062102692,11.802728788156944,13.571091139622387,27.85417455837307,20.01899302742642,23.018370054497638,2.9489246356290835,1.2792614346967384,1.7999769019304515,5.001767199658169,2.1697970190712637,3.0529994966444676,19.085418909505023,13.775039944229803,15.930547511923228,32.371401133801335,23.364294270047235,27.02032091801343,2.8171390057036096,1.2752583364341898,1.7613073760774685,4.778241296966896,2.1630072336204216,2.9874108533468666,16.72892079430237,12.055549717429347,13.854556227361872,28.374467866579153,20.447810846689556,23.499164429834774,0.33668341708542715,0.0016834170854271302,0.0016834170854271302,0.4824120603015075,0.002412060301507535,0.002412060301507535,0.592964824120603,0.00296482412060306,0.00296482412060306,0.5751633986928104,-0.13772404013263817,-0.19005399261153744,0.6032786885245902,0.5879396984924623,-0.1213334844649312,-0.17666798097331404,0.601010101010101,0.5752508361204013,-0.1376039218094819,-0.19004393584845303,0.6006711409395973,20.0,2.0,2.0,27.0,1.0,1.0,36.0,0.0,0.0,-0.0007532532094701699,-0.00021251933714492834,-0.0001424485398319204,0.004196136454046595,0.005167962013235439,0.004253038157908229
326,1,calib,,,,2.876981292736225,1.2930446085563023,1.7900257298718105,4.715525550816179,2.1193689737875485,2.933947498073914,17.76057818926976,12.886472281085677,14.795345337447245,29.110533481820852,21.12161433053688,24.25035892587507,3.3021329619614836,1.5362064256371042,2.1026120435171984,5.412371777889533,2.5179241414288636,3.446293112747125,27.170530866862247,21.323543571614387,23.852004169951854,44.53394704213516,34.95042348720228,39.09470505962523,2.8769856860983607,1.2930403890192366,1.7900236226828867,4.715532751770686,2.1193620577415895,2.9339440442790514,17.760656218092894,12.886508329545139,14.795404090560169,29.110661375217347,21.121673415881677,24.250455225356017,0.2914572864321608,0.0014572864321608092,0.0014572864321608092,0.4221105527638191,0.002110552763819107,0.002110552763819107,0.5226130653266332,0.0026130653266331905,0.0026130653266331905,0.5797101449275363,-0.12553397803810573,-0.1865549153134276,0.6290909090909091,0.5778894472361809,-0.10381481341544818,-0.18337933406598939,0.5656565656565656,0.5797101449275363,-0.12553397803810573,-0.1865549153134276,0.6290909090909091,20.0,0.0,0.0,30.0,0.0,0.0,38.0,0.0,0.0,-0.0009742334632232132,-0.0006763324467502376,6.212392219793992e-05,0.022383020314001634,0.024670755115415055,0.019819704933941473
159,1,calib,,,,2.634765816706598,1.1812926107321888,1.6352994081761705,4.406162043757926,1.9754949874391405,2.7347379933341602,13.940047554637745,9.662100621554478,11.223215791268672,23.31216992188007,16.158089175028955,18.76876765093518,2.5554653553480966,1.0798322584285813,1.5314339706538256,4.273546582955008,1.8058211779370623,2.5610421204154363,12.877290779546946,8.503486841168206,10.092893635276528,21.534904354496586,14.220520367151348,16.87851139006696,2.6347633402844792,1.1812982651947197,1.63529782293869,4.406157902396643,1.9755044434894748,2.73473534231555,13.940013033238387,9.66210088350676,11.223183691066968,23.31211219117832,16.158089613096053,18.768713969241936,0.4271356783919598,0.0021356783919598277,0.0021356783919598277,0.542713567839196,0.0027135678391959628,0.0027135678391959628,0.6432160804020101,0.0032160804020100464,0.0032160804020100464,0.5898305084745763,-0.11406120049327484,-0.18018076548258266,0.5748299319727891,0.5879396984924623,-0.126346015793252,-0.18835412454593503,0.5757575757575758,0.5898305084745763,-0.11406120049327484,-0.18018076548258266,0.5748299319727891,24.0,11.0,11.0,36.0,12.0,12.0,43.0,12.0,12.0,0.0004069882934779123,0.00015704232927437305,0.00018107721641686815,0.016147899179925318,0.017593840748945766,0.016915525184701075
